accession,reference_length,covered_bases,reads_aligned,mean_coverage,RPKMF,sequence_name,taxid,kingdom,phylum,class,order,family,genus,species,subspecies,strain,sample_ID,total_filtered_reads_in_sample,...1,samplingDate,humidity_mean,light_mean,motion_mean,temperature_mean,co2_mean,co2_max,battery_mean,sampling_duration,sensor_samples_co2,sensor_samples_humidity,sensor_samples_temperature,Sample_or_Control,Month,Windows,How many people(average of start and end),...19,...20,...21,...22
MG181725.1,2359,286,9,0.45676777,0.224628,"Rotavirus A strain RVA/Human-wt/MWI/BID2MT/2014/G1P[8] structural protein 4 (VP4) gene, complete cds",28875,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Rotavirus,Rotavirus A,unclassified Rotavirus A subspecies/strain,unclassified Rotavirus A strain,CE52,16984456,5,2022-01-31,34.8181818181818,132.090909090909,16,20.3090909090909,829.272727272727,917,3641,1.95,11,11,11,Sample,January,Closed,15,NA,NA,NA,NA
KC442988.1,2333,192,7,0.41685754,0.176657,UNVERIFIED: Rotavirus A strain RVA/Human-wt/USA/VU05-06-66/2005/G2P[4] segment 4 genomic sequence,28875,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Rotavirus,Rotavirus A,unclassified Rotavirus A subspecies/strain,unclassified Rotavirus A strain,CE52,16984456,5,2022-01-31,34.8181818181818,132.090909090909,16,20.3090909090909,829.272727272727,917,3641,1.95,11,11,11,Sample,January,Closed,15,NA,NA,NA,NA
JX262162.1,4939,531,17,0.42409688,0.220317,"Human polyomavirus 10 isolate 10ww, complete genome",1208309,Viruses,Cossaviricota,Papovaviricetes,Sepolyvirales,Polyomaviridae,Deltapolyomavirus,Deltapolyomavirus decihominis,unclassified Deltapolyomavirus decihominis subspecies/strain,unclassified Deltapolyomavirus decihominis strain,CE43,15622914,19,2022-04-04,28.8888888888889,NA,NA,20.3,831.666666666667,989,NA,1.8,9,9,9,Sample,April,Closed,15,NA,NA,NA,NA
NC_007455.1,5299,1150,142,3.3451157,1.9614,"Primate bocaparvovirus 1 isolate st2, complete genome",1511871,Viruses,Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Bocaparvovirus,Primate bocaparvovirus 1,unclassified Primate bocaparvovirus 1 subspecies/strain,unclassified Primate bocaparvovirus 1 strain,CE18,13662430,1,2022-01-10,30.7692307692308,122.461538461538,15.6923076923077,20.6307692307692,835.538461538462,1000,3641,2.25,13,13,13,Sample,January,Closed,15,NA,NA,NA,NA
KY316160.1,34169,385,18,0.064699136,0.0385578,"Human adenovirus 41 isolate SH/2015/D16, complete genome",10524,Viruses,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Mastadenovirus,Human mastadenovirus F,Human adenovirus 41,Human adenovirus 41,CE18,13662430,1,2022-01-10,30.7692307692308,122.461538461538,15.6923076923077,20.6307692307692,835.538461538462,1000,3641,2.25,13,13,13,Sample,January,Closed,15,NA,NA,NA,NA
AB041007.1,3852,915,69,2.2612102,1.3111,"Torque teno virus 1 orf2/5, orf2/4, orf1 genes for VP1, VP2, VP3, complete cds",687340,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,Anelloviridae,Alphatorquevirus,Torque teno virus 1,unclassified Torque teno virus 1 subspecies/strain,unclassified Torque teno virus 1 strain,CE18,13662430,1,2022-01-10,30.7692307692308,122.461538461538,15.6923076923077,20.6307692307692,835.538461538462,1000,3641,2.25,13,13,13,Sample,January,Closed,15,NA,NA,NA,NA
AF043303.1,4679,4180,1583,43.642746,24.7628,"Adeno-associated virus 2, complete genome",10804,Viruses,Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Dependoparvovirus,Adeno-associated dependoparvovirus A,adeno-associated virus 2,adeno-associated virus 2,CE18,13662430,1,2022-01-10,30.7692307692308,122.461538461538,15.6923076923077,20.6307692307692,835.538461538462,1000,3641,2.25,13,13,13,Sample,January,Closed,15,NA,NA,NA,NA
DQ915164.2,31076,534,80,0.32758844,0.188424,"Bovine coronavirus isolate Alpaca, complete genome",404135,Viruses,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Betacoronavirus,Betacoronavirus 1,Bovine coronavirus isolate Alpaca,Bovine coronavirus isolate Alpaca,CE18,13662430,1,2022-01-10,30.7692307692308,122.461538461538,15.6923076923077,20.6307692307692,835.538461538462,1000,3641,2.25,13,13,13,Sample,January,Closed,15,NA,NA,NA,NA
EF582385.1,7099,245,27,0.47129083,0.27838,"Rhinovirus C4, complete genome",2045077,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Rhinovirus C,rhinovirus C4,rhinovirus C4,CE18,13662430,1,2022-01-10,30.7692307692308,122.461538461538,15.6923076923077,20.6307692307692,835.538461538462,1000,3641,2.25,13,13,13,Sample,January,Closed,15,NA,NA,NA,NA
JX262162.1,4939,4939,2643,67.68616,39.1679,"Human polyomavirus 10 isolate 10ww, complete genome",1208309,Viruses,Cossaviricota,Papovaviricetes,Sepolyvirales,Polyomaviridae,Deltapolyomavirus,Deltapolyomavirus decihominis,unclassified Deltapolyomavirus decihominis subspecies/strain,unclassified Deltapolyomavirus decihominis strain,CE18,13662430,1,2022-01-10,30.7692307692308,122.461538461538,15.6923076923077,20.6307692307692,835.538461538462,1000,3641,2.25,13,13,13,Sample,January,Closed,15,NA,NA,NA,NA
JX463183.1,4776,3136,619,16.4933,9.48633,"STL polyomavirus strain MA138, complete genome",1277649,Viruses,Cossaviricota,Papovaviricetes,Sepolyvirales,Polyomaviridae,Deltapolyomavirus,Deltapolyomavirus undecihominis,STL polyomavirus,STL polyomavirus,CE18,13662430,1,2022-01-10,30.7692307692308,122.461538461538,15.6923076923077,20.6307692307692,835.538461538462,1000,3641,2.25,13,13,13,Sample,January,Closed,15,NA,NA,NA,NA
KY490071.1,235397,1270,90,0.044625435,0.0279842,"Human betaherpesvirus 5 strain HANChild1, complete genome",10359,Viruses,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Cytomegalovirus,Human betaherpesvirus 5,unclassified Human betaherpesvirus 5 subspecies/strain,unclassified Human betaherpesvirus 5 strain,CE18,13662430,1,2022-01-10,30.7692307692308,122.461538461538,15.6923076923077,20.6307692307692,835.538461538462,1000,3641,2.25,13,13,13,Sample,January,Closed,15,NA,NA,NA,NA
AB054647.1,3790,203,2,0.06978022,0.080293,"Torque teno virus 8 DNA, complete genome, genotype 22",687347,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,Anelloviridae,Alphatorquevirus,Torque teno virus 8,unclassified Torque teno virus 8 subspecies/strain,unclassified Torque teno virus 8 strain,CE50,6572238,3,2022-01-24,29.1,NA,NA,20.4,594.9,717,NA,1.88333333333333,10,10,10,Sample,January,Closed,10,NA,NA,NA,NA
AF043303.1,4679,773,44,1.2437624,1.43082,"Adeno-associated virus 2, complete genome",10804,Viruses,Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Dependoparvovirus,Adeno-associated dependoparvovirus A,adeno-associated virus 2,adeno-associated virus 2,CE50,6572238,3,2022-01-24,29.1,NA,NA,20.4,594.9,717,NA,1.88333333333333,10,10,10,Sample,January,Closed,10,NA,NA,NA,NA
JQ898291.1,4927,324,3,0.057776846,0.0926457,"MW polyomavirus strain MA095, complete genome",1203539,Viruses,Cossaviricota,Papovaviricetes,Sepolyvirales,Polyomaviridae,Deltapolyomavirus,Deltapolyomavirus decihominis,MW polyomavirus,MW polyomavirus,CE50,6572238,3,2022-01-24,29.1,NA,NA,20.4,594.9,717,NA,1.88333333333333,10,10,10,Sample,January,Closed,10,NA,NA,NA,NA
JX262162.1,4939,3972,376,8.997703,11.5834,"Human polyomavirus 10 isolate 10ww, complete genome",1208309,Viruses,Cossaviricota,Papovaviricetes,Sepolyvirales,Polyomaviridae,Deltapolyomavirus,Deltapolyomavirus decihominis,unclassified Deltapolyomavirus decihominis subspecies/strain,unclassified Deltapolyomavirus decihominis strain,CE50,6572238,3,2022-01-24,29.1,NA,NA,20.4,594.9,717,NA,1.88333333333333,10,10,10,Sample,January,Closed,10,NA,NA,NA,NA
NC_012564.1,5242,414,43,0.9897879,0.640805,"Human bocavirus 3, complete genome",638313,Viruses,Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Bocaparvovirus,Primate bocaparvovirus 1,Human bocavirus 3,Human bocavirus 3,CE10,12801052,11,2022-03-07,24.6363636363636,166.272727272727,6.54545454545454,21.6909090909091,1035.90909090909,1119,3644.63636363636,2.03333333333333,11,11,11,Sample,March,Closed,23,NA,NA,NA,NA
AB054647.1,3790,553,8,0.28214285,0.164894,"Torque teno virus 8 DNA, complete genome, genotype 22",687347,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,Anelloviridae,Alphatorquevirus,Torque teno virus 8,unclassified Torque teno virus 8 subspecies/strain,unclassified Torque teno virus 8 strain,CE10,12801052,11,2022-03-07,24.6363636363636,166.272727272727,6.54545454545454,21.6909090909091,1035.90909090909,1119,3644.63636363636,2.03333333333333,11,11,11,Sample,March,Closed,23,NA,NA,NA,NA
JX262162.1,4939,439,24,0.54311967,0.3796,"Human polyomavirus 10 isolate 10ww, complete genome",1208309,Viruses,Cossaviricota,Papovaviricetes,Sepolyvirales,Polyomaviridae,Deltapolyomavirus,Deltapolyomavirus decihominis,unclassified Deltapolyomavirus decihominis subspecies/strain,unclassified Deltapolyomavirus decihominis strain,CE10,12801052,11,2022-03-07,24.6363636363636,166.272727272727,6.54545454545454,21.6909090909091,1035.90909090909,1119,3644.63636363636,2.03333333333333,11,11,11,Sample,March,Closed,23,NA,NA,NA,NA
KC782516.2,1066,117,8,0.8580786,0.586256,"Rotavirus A human-wt/USA/LB1562/2010/G9P4 NSP3 (NSP3) gene, complete cds",1349389,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Rotavirus,Rotavirus A,Rotavirus A human-wt/USA/LB1562/2010/G9P4,Rotavirus A human-wt/USA/LB1562/2010/G9P4,CE10,12801052,11,2022-03-07,24.6363636363636,166.272727272727,6.54545454545454,21.6909090909091,1035.90909090909,1119,3644.63636363636,2.03333333333333,11,11,11,Sample,March,Closed,23,NA,NA,NA,NA
KM254174.1,3661,236,4,0.1295927,0.0853522,"Chicken chapparvovirus HK isolate ParvoQ45/2013 NS1 (NS1) gene, complete cds",2849623,Viruses,Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Chaphamaparvovirus,Galliform chaphamaparvovirus 3,chicken chapparvovirus HK,chicken chapparvovirus HK,CE10,12801052,11,2022-03-07,24.6363636363636,166.272727272727,6.54545454545454,21.6909090909091,1035.90909090909,1119,3644.63636363636,2.03333333333333,11,11,11,Sample,March,Closed,23,NA,NA,NA,NA
AB060597.1,3246,711,117,4.397287,2.87923,"Torque teno virus 24 ORF4, ORF3, ORF2, ORF1 genes, complete cds, clone: SAa-01",687363,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,Anelloviridae,Alphatorquevirus,Torque teno virus 24,unclassified Torque teno virus 24 subspecies/strain,unclassified Torque teno virus 24 strain,CE39,12518762,37,2022-09-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample,September,Open,20,NA,NA,NA,NA
EF444549.1,5229,329,20,0.44575703,0.305527,"WU Polyomavirus strain B0, complete genome",440266,Viruses,Cossaviricota,Papovaviricetes,Sepolyvirales,Polyomaviridae,Betapolyomavirus,Betapolyomavirus quartihominis,WU Polyomavirus,WU Polyomavirus,CE39,12518762,37,2022-09-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample,September,Open,20,NA,NA,NA,NA
JX262162.1,4939,2346,201,5.044686,3.25084,"Human polyomavirus 10 isolate 10ww, complete genome",1208309,Viruses,Cossaviricota,Papovaviricetes,Sepolyvirales,Polyomaviridae,Deltapolyomavirus,Deltapolyomavirus decihominis,unclassified Deltapolyomavirus decihominis subspecies/strain,unclassified Deltapolyomavirus decihominis strain,CE39,12518762,37,2022-09-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample,September,Open,20,NA,NA,NA,NA
NC_007455.1,5299,2040,739,17.630608,5.90361,"Primate bocaparvovirus 1 isolate st2, complete genome",1511871,Viruses,Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Bocaparvovirus,Primate bocaparvovirus 1,unclassified Primate bocaparvovirus 1 subspecies/strain,unclassified Primate bocaparvovirus 1 strain,CE22,23622894,32,2022-07-06,47.9444444444444,6.77777777777778,0,22.4833333333333,779.722222222222,1102,3649,3.35,18,18,18,Sample,July,Open,18,NA,NA,NA,NA
NC_012564.1,5242,3995,3355,79.79851,27.0933,"Human bocavirus 3, complete genome",638313,Viruses,Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Bocaparvovirus,Primate bocaparvovirus 1,Human bocavirus 3,Human bocavirus 3,CE22,23622894,32,2022-07-06,47.9444444444444,6.77777777777778,0,22.4833333333333,779.722222222222,1102,3649,3.35,18,18,18,Sample,July,Open,18,NA,NA,NA,NA
NC_012042.1,5196,240,22,0.34839478,0.179234,"Human bocavirus 2c PK isolate PK-5510, complete genome",1511882,Viruses,Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Bocaparvovirus,Primate bocaparvovirus 2,Human bocavirus 2c PK,Human bocavirus 2c PK,CE22,23622894,32,2022-07-06,47.9444444444444,6.77777777777778,0,22.4833333333333,779.722222222222,1102,3649,3.35,18,18,18,Sample,July,Open,18,NA,NA,NA,NA
AB017613.1,3818,347,122,3.9133043,1.35267,"Torque teno virus 16 DNA, complete genome, isolate: TUS01",687355,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,Anelloviridae,Alphatorquevirus,Torque teno virus 16,unclassified Torque teno virus 16 subspecies/strain,unclassified Torque teno virus 16 strain,CE22,23622894,32,2022-07-06,47.9444444444444,6.77777777777778,0,22.4833333333333,779.722222222222,1102,3649,3.35,18,18,18,Sample,July,Open,18,NA,NA,NA,NA
EF444549.1,5229,5229,61280,1444.7216,496.097,"WU Polyomavirus strain B0, complete genome",440266,Viruses,Cossaviricota,Papovaviricetes,Sepolyvirales,Polyomaviridae,Betapolyomavirus,Betapolyomavirus quartihominis,WU Polyomavirus,WU Polyomavirus,CE22,23622894,32,2022-07-06,47.9444444444444,6.77777777777778,0,22.4833333333333,779.722222222222,1102,3649,3.35,18,18,18,Sample,July,Open,18,NA,NA,NA,NA
FN677756.1,7386,6648,6002,100.29699,34.3996,"Human papillomavirus type 151, complete genome, isolate SIBX2",743812,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Betapapillomavirus,Betapapillomavirus 2,Human papillomavirus 151,Human papillomavirus 151,CE22,23622894,32,2022-07-06,47.9444444444444,6.77777777777778,0,22.4833333333333,779.722222222222,1102,3649,3.35,18,18,18,Sample,July,Open,18,NA,NA,NA,NA
JX262162.1,4939,1278,266,6.390896,2.27987,"Human polyomavirus 10 isolate 10ww, complete genome",1208309,Viruses,Cossaviricota,Papovaviricetes,Sepolyvirales,Polyomaviridae,Deltapolyomavirus,Deltapolyomavirus decihominis,unclassified Deltapolyomavirus decihominis subspecies/strain,unclassified Deltapolyomavirus decihominis strain,CE22,23622894,32,2022-07-06,47.9444444444444,6.77777777777778,0,22.4833333333333,779.722222222222,1102,3649,3.35,18,18,18,Sample,July,Open,18,NA,NA,NA,NA
U37537.1,7868,236,75,1.1287898,0.403519,Human papillomavirus type 57b complete genome,186160,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Alphapapillomavirus,Alphapapillomavirus 4,Human papillomavirus type 57b,Human papillomavirus type 57b,CE22,23622894,32,2022-07-06,47.9444444444444,6.77777777777778,0,22.4833333333333,779.722222222222,1102,3649,3.35,18,18,18,Sample,July,Open,18,NA,NA,NA,NA
NC_007455.1,5299,4768,1070,23.46339,16.0207,"Primate bocaparvovirus 1 isolate st2, complete genome",1511871,Viruses,Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Bocaparvovirus,Primate bocaparvovirus 1,unclassified Primate bocaparvovirus 1 subspecies/strain,unclassified Primate bocaparvovirus 1 strain,CE44,12603994,20,2022-04-08,35.4545454545455,NA,NA,20.8090909090909,910.090909090909,1017,NA,1.83333333333333,11,11,11,Sample,April,Closed,16,NA,NA,NA,NA
AB017613.1,3818,273,20,0.6739367,0.41561,"Torque teno virus 16 DNA, complete genome, isolate: TUS01",687355,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,Anelloviridae,Alphatorquevirus,Torque teno virus 16,unclassified Torque teno virus 16 subspecies/strain,unclassified Torque teno virus 16 strain,CE44,12603994,20,2022-04-08,35.4545454545455,NA,NA,20.8090909090909,910.090909090909,1017,NA,1.83333333333333,11,11,11,Sample,April,Closed,16,NA,NA,NA,NA
AB041962.1,2908,263,15,0.66388685,0.40925,"Torque teno mini virus 5 DNA, complete genome, isolate: TGP96",687373,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,Anelloviridae,Betatorquevirus,Torque teno mini virus 5,unclassified Torque teno mini virus 5 subspecies/strain,unclassified Torque teno mini virus 5 strain,CE44,12603994,20,2022-04-08,35.4545454545455,NA,NA,20.8090909090909,910.090909090909,1017,NA,1.83333333333333,11,11,11,Sample,April,Closed,16,NA,NA,NA,NA
AF043303.1,4679,1425,133,3.5336719,2.25523,"Adeno-associated virus 2, complete genome",10804,Viruses,Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Dependoparvovirus,Adeno-associated dependoparvovirus A,adeno-associated virus 2,adeno-associated virus 2,CE44,12603994,20,2022-04-08,35.4545454545455,NA,NA,20.8090909090909,910.090909090909,1017,NA,1.83333333333333,11,11,11,Sample,April,Closed,16,NA,NA,NA,NA
HM011556.1,5387,260,3,0.067023106,0.0441841,"Merkel cell polyomavirus isolate R17b, complete genome",493803,Viruses,Cossaviricota,Papovaviricetes,Sepolyvirales,Polyomaviridae,Alphapolyomavirus,Alphapolyomavirus quintihominis,Merkel cell polyomavirus,Merkel cell polyomavirus,CE44,12603994,20,2022-04-08,35.4545454545455,NA,NA,20.8090909090909,910.090909090909,1017,NA,1.83333333333333,11,11,11,Sample,April,Closed,16,NA,NA,NA,NA
JX262162.1,4939,2563,334,7.715807,5.36536,"Human polyomavirus 10 isolate 10ww, complete genome",1208309,Viruses,Cossaviricota,Papovaviricetes,Sepolyvirales,Polyomaviridae,Deltapolyomavirus,Deltapolyomavirus decihominis,unclassified Deltapolyomavirus decihominis subspecies/strain,unclassified Deltapolyomavirus decihominis strain,CE44,12603994,20,2022-04-08,35.4545454545455,NA,NA,20.8090909090909,910.090909090909,1017,NA,1.83333333333333,11,11,11,Sample,April,Closed,16,NA,NA,NA,NA
MG846442.1,4432,237,7,0.18472676,0.125311,"Chicken chapparvovirus 2 strain RS/BR/15/2S NS1 and capsid protein genes, complete cds",2109367,Viruses,Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Chaphamaparvovirus,Galliform chaphamaparvovirus 2,Chicken chapparvovirus 2,Chicken chapparvovirus 2,CE44,12603994,20,2022-04-08,35.4545454545455,NA,NA,20.8090909090909,910.090909090909,1017,NA,1.83333333333333,11,11,11,Sample,April,Closed,16,NA,NA,NA,NA
NC_001781.1,15225,400,46,0.37558872,0.158893,"Human orthopneumovirus Subgroup B, complete genome",11250,Viruses,Negarnaviricota,Monjiviricetes,Mononegavirales,Pneumoviridae,Orthopneumovirus,Human orthopneumovirus,unclassified Human orthopneumovirus subspecies/strain,unclassified Human orthopneumovirus strain,CE51,19014920,4,2022-01-26,29.2727272727273,120.454545454545,15.8181818181818,20.9909090909091,697.181818181818,717,3640.72727272727,1.88333333333333,11,11,11,Sample,January,Closed,10,NA,NA,NA,NA
NC_007455.1,5299,2161,292,6.459895,2.89797,"Primate bocaparvovirus 1 isolate st2, complete genome",1511871,Viruses,Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Bocaparvovirus,Primate bocaparvovirus 1,unclassified Primate bocaparvovirus 1 subspecies/strain,unclassified Primate bocaparvovirus 1 strain,CE51,19014920,4,2022-01-26,29.2727272727273,120.454545454545,15.8181818181818,20.9909090909091,697.181818181818,717,3640.72727272727,1.88333333333333,11,11,11,Sample,January,Closed,10,NA,NA,NA,NA
AF043303.1,4679,3073,1229,33.36189,13.8135,"Adeno-associated virus 2, complete genome",10804,Viruses,Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Dependoparvovirus,Adeno-associated dependoparvovirus A,adeno-associated virus 2,adeno-associated virus 2,CE51,19014920,4,2022-01-26,29.2727272727273,120.454545454545,15.8181818181818,20.9909090909091,697.181818181818,717,3640.72727272727,1.88333333333333,11,11,11,Sample,January,Closed,10,NA,NA,NA,NA
JX262162.1,4939,1575,260,6.7139277,2.76847,"Human polyomavirus 10 isolate 10ww, complete genome",1208309,Viruses,Cossaviricota,Papovaviricetes,Sepolyvirales,Polyomaviridae,Deltapolyomavirus,Deltapolyomavirus decihominis,unclassified Deltapolyomavirus decihominis subspecies/strain,unclassified Deltapolyomavirus decihominis strain,CE51,19014920,4,2022-01-26,29.2727272727273,120.454545454545,15.8181818181818,20.9909090909091,697.181818181818,717,3640.72727272727,1.88333333333333,11,11,11,Sample,January,Closed,10,NA,NA,NA,NA
KY040275.1,188253,1385,17,0.35629416,0.00474911,"Molluscum contagiosum virus subtype 1 isolate Madrid 2016_3, complete genome",10280,Viruses,Nucleocytoviricota,Pokkesviricetes,Chitovirales,Poxviridae,Molluscipoxvirus,Molluscum contagiosum virus,Molluscum contagiosum virus subtype 1,Molluscum contagiosum virus subtype 1,CE51,19014920,4,2022-01-26,29.2727272727273,120.454545454545,15.8181818181818,20.9909090909091,697.181818181818,717,3640.72727272727,1.88333333333333,11,11,11,Sample,January,Closed,10,NA,NA,NA,NA
KY490071.1,235397,231,9,0.0033369183,0.0020107,"Human betaherpesvirus 5 strain HANChild1, complete genome",10359,Viruses,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Cytomegalovirus,Human betaherpesvirus 5,unclassified Human betaherpesvirus 5 subspecies/strain,unclassified Human betaherpesvirus 5 strain,CE51,19014920,4,2022-01-26,29.2727272727273,120.454545454545,15.8181818181818,20.9909090909091,697.181818181818,717,3640.72727272727,1.88333333333333,11,11,11,Sample,January,Closed,10,NA,NA,NA,NA
GU233853.1,7219,2329,76,1.2866035,0.792515,"Human papillomavirus type 129, complete genome",931210,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 9,Human papillomavirus type 129,Human papillomavirus type 129,CE35,13284002,15,2022-03-16,34.0909090909091,NA,NA,21.8272727272727,820.727272727273,894,NA,1.95,11,11,11,Sample,March,Closed,20,NA,NA,NA,NA
JX262162.1,4939,461,9,0.20150344,0.137175,"Human polyomavirus 10 isolate 10ww, complete genome",1208309,Viruses,Cossaviricota,Papovaviricetes,Sepolyvirales,Polyomaviridae,Deltapolyomavirus,Deltapolyomavirus decihominis,unclassified Deltapolyomavirus decihominis subspecies/strain,unclassified Deltapolyomavirus decihominis strain,CE35,13284002,15,2022-03-16,34.0909090909091,NA,NA,21.8272727272727,820.727272727273,894,NA,1.95,11,11,11,Sample,March,Closed,20,NA,NA,NA,NA
NC_007455.1,5299,548,44,0.77684987,0.398706,"Primate bocaparvovirus 1 isolate st2, complete genome",1511871,Viruses,Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Bocaparvovirus,Primate bocaparvovirus 1,unclassified Primate bocaparvovirus 1 subspecies/strain,unclassified Primate bocaparvovirus 1 strain,CE13,20826006,40,2022-10-19,48.0909090909091,45.0909090909091,9.27272727272727,21.5090909090909,802.454545454545,906,3655.09090909091,1.91666666666667,11,11,11,Sample,October,Open,NA,NA,NA,NA,NA
KY316160.1,34169,393,27,0.08168964,0.0379425,"Human adenovirus 41 isolate SH/2015/D16, complete genome",10524,Viruses,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Mastadenovirus,Human mastadenovirus F,Human adenovirus 41,Human adenovirus 41,CE13,20826006,40,2022-10-19,48.0909090909091,45.0909090909091,9.27272727272727,21.5090909090909,802.454545454545,906,3655.09090909091,1.91666666666667,11,11,11,Sample,October,Open,NA,NA,NA,NA,NA
HM011556.1,5387,5379,4107,90.40004,36.6076,"Merkel cell polyomavirus isolate R17b, complete genome",493803,Viruses,Cossaviricota,Papovaviricetes,Sepolyvirales,Polyomaviridae,Alphapolyomavirus,Alphapolyomavirus quintihominis,Merkel cell polyomavirus,Merkel cell polyomavirus,CE13,20826006,40,2022-10-19,48.0909090909091,45.0909090909091,9.27272727272727,21.5090909090909,802.454545454545,906,3655.09090909091,1.91666666666667,11,11,11,Sample,October,Open,NA,NA,NA,NA,NA
JX262162.1,4939,758,58,1.3462101,0.563875,"Human polyomavirus 10 isolate 10ww, complete genome",1208309,Viruses,Cossaviricota,Papovaviricetes,Sepolyvirales,Polyomaviridae,Deltapolyomavirus,Deltapolyomavirus decihominis,unclassified Deltapolyomavirus decihominis subspecies/strain,unclassified Deltapolyomavirus decihominis strain,CE13,20826006,40,2022-10-19,48.0909090909091,45.0909090909091,9.27272727272727,21.5090909090909,802.454545454545,906,3655.09090909091,1.91666666666667,11,11,11,Sample,October,Open,NA,NA,NA,NA,NA
KU727766.1,5166,451,46,1.0366826,0.42756,"Parus major densovirus isolate PmDNV-JL, complete genome",1907771,Viruses,Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,unclassified Parvoviridae genus,Parus major densovirus,unclassified Parus major densovirus subspecies/strain,unclassified Parus major densovirus strain,CE13,20826006,40,2022-10-19,48.0909090909091,45.0909090909091,9.27272727272727,21.5090909090909,802.454545454545,906,3655.09090909091,1.91666666666667,11,11,11,Sample,October,Open,NA,NA,NA,NA,NA
KY369878.1,7052,1092,143,2.4349463,0.973683,"Rhinovirus C43 strain SC174, complete genome",1219413,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Rhinovirus C,rhinovirus C43,rhinovirus C43,CE13,20826006,40,2022-10-19,48.0909090909091,45.0909090909091,9.27272727272727,21.5090909090909,802.454545454545,906,3655.09090909091,1.91666666666667,11,11,11,Sample,October,Open,NA,NA,NA,NA,NA
MF588728.1,7209,994,46,0.7308401,0.306392,"Gammapapillomavirus 16 isolate Gamma16_w27c04c, complete genome",1513261,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 16,unclassified Gammapapillomavirus 16 subspecies/strain,unclassified Gammapapillomavirus 16 strain,CE13,20826006,40,2022-10-19,48.0909090909091,45.0909090909091,9.27272727272727,21.5090909090909,802.454545454545,906,3655.09090909091,1.91666666666667,11,11,11,Sample,October,Open,NA,NA,NA,NA,NA
KY629935.1,7130,331,12,0.19713467,0.0857215,"Rhinovirus A59 strain 16-J2, complete genome",185918,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Rhinovirus A,rhinovirus A59,rhinovirus A59,CE30,19633702,16,2022-03-21,32.3333333333333,76.6666666666667,6.58333333333333,21.25,919.666666666667,1165,3645.75,2.25,12,12,12,Sample,March,Closed,22,NA,AV,17.84615385,2-4 adults and rest is children.
